,label,企业名称,所在城市,经营业务范围,统一信用代码
290,旧动能,临淄区齐都镇春泉酒家存续,山东省,餐饮服务，酒水销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
291,旧动能,中国石化销售有限公司山东淄博临淄第六加油站曾用名注销,山东省,润滑油、燃料油(限于7#以上闪点高于61℃)、沥青、石油添加剂(燃油宝)、汽车装具、化肥、五金、纺织品、家用电器、日用品、化妆品、电子通讯产品、文具体育用品、工艺品(不含文物)、花卉、轮胎、建筑材料、缴费卡销售;汽车清洗服务;房屋租赁;广告业务;商品信息咨询;飞机火车票代理(依法须经批准的项目经相关部门批准后方可开展经营活动)。,-
292,旧动能,临淄区南王镇方杰商店存续,山东省,食品、日用百货零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动),92370305MA3L3WEA6G
293,旧动能,临淄区辛店佳翊小吃店存续,山东省,餐饮服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370305MA3CTAXY7Q
294,旧动能,龙口市黄城爱慕内衣店存续,山东省,内衣*零售,-
295,旧动能,龙口市海岱张翠环服装店在业,山东省,服装*零售,-
296,旧动能,龙口市芦头镇华达电器维修部存续,山东省,电线电缆开关电器配件*零售*电器维修*服务*（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370681MA3CTDXA9H
297,旧动能,龙口市绿然果蔬种植专业合作社在业,山东省,组织采购、供应成员所需的农业生产资料;组织种植、收购、贮藏、销售成员及同类生产者所生产的果蔬。(依法须经批准的项目经相关部门批准后方可开展经营活动),93370681MA3CKXJ976
298,旧动能,龙口市东莱衣优服装店存续,山东省,服装批发零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
299,旧动能,龙口市梁慧星想商行注销,山东省,果蔬批发(依法须经批准的项目经相关部门批准后方可开展经营活动),91370681MA3C0M310C
300,旧动能,龙口市龙港居涛汽车维修厂在业,山东省,三类机动车维修*服务*(依法须经批准的项目经相关部门批准后方可开展经营活动),-
301,旧动能,龙口市龙港文霞文具店存续,山东省,文具*零售*（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
302,旧动能,蒙阴县小张轮胎修理部存续,山东省,三类机动车维修（轮胎动平衡及修补有效期限许可证为准）服务。轮胎销售。,-
303,旧动能,蒙阴县经纶书店在业,山东省,图书销售(有效期限许可证为准依法须经批准的项目经相关部门批准后方可开展经营活动),92371328MA3MP9468L
304,旧动能,宁津县城康富丽日用品经销部存续,山东省,安利产品（保健食品、医疗器械许可的除外）,-
305,旧动能,山东省宁津县棉麻公司银洲棉业分公司吊销,山东省,主营,-
306,旧动能,宁津县姐妹大米店存续,山东省,大米、面粉、食用油，零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
307,旧动能,宁津县城全得利电动车门市部存续,山东省,电动车配件及维修零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
308,旧动能,宁津县领鲜火锅店在业,山东省,火锅服务(依法须经批准的项目经相关部门批准后方可开展经营活动),92371422MA3N5L841Q
309,旧动能,宁津县王金纺织配件厂注销,山东省,纺织配件加工销售#,-
310,旧动能,宁阳县天池酒经营部在业,山东省,零售预包装食品、散装食品（凭许可证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
311,旧动能,宁阳县继华家庭农场存续,山东省,蔬菜、小麦、玉米种植。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
312,旧动能,蓬莱市登州精之益眼镜店注销,山东省,眼镜。,-
313,旧动能,蓬莱市登州静华头盔店存续,山东省,批零兼营头盔（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,-
314,旧动能,蓬莱市小门家镇马希明种植中心注销,山东省,水果种植(依法须经批准的项目经相关部门批准后方可开展经营活动),91370684MA3C2UL0XU
315,旧动能,平度市店子机动车配件中心存续,山东省,农业机械配件、化肥零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
316,旧动能,平度市灰埠镇徐桂花化妆品店存续,山东省,化妆品(不含散装)零售及咨询服务。(以上范围需经许可经营的须凭许可证经营),-
317,旧动能,平度市惊艳时光时装店存续,山东省,服装批发。(以上范围需经许可经营的须凭许可证经营),-
318,旧动能,平度市仁兆镇香满楼餐厅存续,山东省,小型餐馆（依据食品药品部门核发的《餐饮服务许可证》开展经营活动）。(依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
319,旧动能,平度市京良玻璃油漆店注销,山东省,五金、装潢材料零售。(以上范围需经许可经营的须凭许可证经营),-
320,旧动能,平度市宏祥顺源食品百货经营部存续,山东省,粮油、调味品、生肉、熟食、烟酒百货零售（依据食品药品监督管理部门核发的食品经营许可证开展经营活动）、经营其它无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
321,旧动能,平度市王豪肉产品经营部存续,山东省,肉产品批发零售，经营其它无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370283MA3F5EP78X
322,旧动能,平度市玉霞酥皮火烧店存续,山东省,零售散装食品（现场制售）（依据食药部门核发的《食品流通许可证》开展经营活动）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
323,旧动能,李建萍存续,山东省,五金零售经营其它无需行政审批即可经营的一般经营项目。(依法须经批准的项目经相关部门批准后方可开展经营活动),92370283MA3EL58B41
324,旧动能,平度市噢伊西手工面食坊存续,山东省,面食制售、预包装食品零售（依据食药监管部门核发的许可证于有效期内开展经营活动）经营其它无需行政审批即可经营的一般经营项目（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,-
325,旧动能,平度市米可儿护肤品商店存续,山东省,批发、零售日用百货、化妆品、服装、食品（依据食品药品监督管理部门核发的《食品经营许可证》开展经营活动）；经营其他无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
326,旧动能,青岛鑫润通胜塑料制品有限公司在业,山东省,塑料制品、金属制品、建筑材料、五金交电、化工原料(不含危险化学品)、汽车配件、电线电缆、仪器仪表、轴承、日用百货、电动工具、阀门、水泵、矿山机械配件批发、零售。(依法须经批准的项目经相关部门批准后方可开展经营活动),91370283MA3D334K8D
327,旧动能,青岛荣铠制动器有限公司在业,山东省,电力液压制动器、液压推动器、通用机械设备配件制造、销售;经营其它无需行政审批即可经营的一般经营项目。(依法须经批准的项目经相关部门批准后方可开展经营活动),91370283MA3MU76R4X
328,旧动能,平邑县盛文合百货超市注销,山东省,预包装食品兼散装食品(依法须经批准的项目经相关部门批准后方可开展经营活动)销售,-
329,旧动能,平邑县小牛批发店在业,山东省,活鸡、鲜蛋、雪糕批发(依法须经批准的项目经相关部门批准后方可开展经营活动),92371326MA3N19C188
330,旧动能,山东省平邑县北发药材有限公司在业,山东省,地产中药材种植(不含甘草、杜仲、麻黄草、厚朴)的销售;农副产品(不含粮食、蚕茧、烟草)购销。(需许可经营的须凭许可证经营)(依法须经批准的项目经相关部门批准后方可开展经营活动)。,91371326267140109P
331,旧动能,朱成浩存续,山东省,家用电器、照明灯具、电子产品、水暖管件、家电配件零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370686MA3DTTHR0R
332,旧动能,栖霞市审美理发店注销,山东省,服务,-
333,旧动能,齐河县焦庙镇回味干果店在业,山东省,干果、日用小百货。（依法须经批准的项目，经相关部门批准后方可开展经营活动）*零售*,-
334,旧动能,齐河县开发区月宝农作物种植专业合作社在业,山东省,农作物种植及相关技术服务,-
335,旧动能,齐河县马集镇化云五金店存续,山东省,五金,-
336,旧动能,齐河县表白寺镇优优孕婴生活馆在业,山东省,婴幼服饰、童车玩具、奶粉、妇婴用品、咨询服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92371425MA3DNRMJ9M
337,旧动能,齐河县赵官镇希莲化妆品店在业,山东省,零售,-
338,旧动能,潍城区亚泰糕点厂注销,山东省,糕点,-
339,旧动能,茌平县博平中铺街麻酱烧饼餔注销,山东省,面食、加工、销售,-
340,旧动能,泰安市泰山区晓玲麻辣鸡丁米线馆注销,山东省,米线加工销售(涉及许可证经营的无许可证不得经营),-
341,旧动能,桓台县陈庄镇芳恋经营部吊销,山东省,零售烟酒糖茶百货。,-
342,旧动能,茌平县振兴办事处诚信电气焊门市部注销,山东省,电气焊、补胎,-
343,旧动能,莱阳市城厢百盛服装加工部注销,山东省,加工服装。,-
344,旧动能,德州市德城区翔宇文印部注销,山东省,打字、复印、名片(印刷经营许可证有效期至2012年6月30日),-
345,旧动能,东营区家家悦干鲜果店注销,山东省,干鲜果品零售,-
346,旧动能,费县费城现代机械厂注销,山东省,旋切机、旋切机配件(须经许可经营的凭许可证经营),-
347,旧动能,烟台市福山区芝阳春江修表部注销,山东省,维护钟表、手表,-
348,旧动能,广饶县月河路丁芬理发店注销,山东省,理发。,-
349,旧动能,烟台市芝罘区晨林装饰材料商行注销,山东省,楼梯、五金、木雕、家居饰品零售,-
350,旧动能,邹平县京鲁化工经营部注销,山东省,纤维素、滑石粉、氯化铵、碱粉、淀粉、元明粉、(不含化学危险品)五金电器(需经许可或批准生产经营的须凭许可证或批准文件生产经营),-
351,旧动能,泰安市泰山区北关照相馆注销,山东省,照相服务(涉及许可证经营的无许可证不得经营),-
352,旧动能,桓台县起凤镇合发木器加工厂吊销,山东省,加工、销售铝合金、木器、钢塑门窗,-
353,旧动能,供销社生活门市批发部注销,山东省,烟酒糖茶,-
354,旧动能,莱芜市钢城区兴业运输队注销,山东省,普通货运.(依法须经批准的项目经相关部门批准后方可开展经营活动)。,-
355,旧动能,历城区束草化妆品商行吊销,山东省,批发、零售,-
356,旧动能,贾镇东龙饭店注销,山东省,炒菜、面食服务,-
357,旧动能,胶州市福顺新型建筑材料厂吊销,山东省,加工、制作,-
358,旧动能,莒县陵阳印刷厂注销,山东省,本子表格联单卫生纸分包销售(印刷品许可证有效期限至2009年12月31日止),-
359,旧动能,莒县桑园崇明建材商店注销,山东省,五金建材、土产杂品、太阳能,-
360,旧动能,聊城市开发区天宇钢管销售中心注销,山东省,钢管销售及钢管中介业务,-
361,旧动能,烟台开发区大季家金山家俱厂注销,山东省,家俱加工,-
362,旧动能,莱芜市莱城区书学门市部吊销,山东省,烟酒糖茶、副食、百货、土产杂品零售(依法须经批准的项目经相关部门批准后方可开展经营活动)。,-
363,旧动能,烟台市莱山区贞淑比萨炸鸡店注销,山东省,小吃服务、酒水零售。,-
364,旧动能,莱州市古城街宏伟通讯器材经销店注销,山东省,零售,-
365,旧动能,老城镇祝官屯立俊贩运点农注销,山东省,-,-
366,旧动能,青岛市李沧区韩进信息服务部注销,山东省,服务经济信息中介。,-
367,旧动能,临沂市兰山区朱保乡玉林板材厂注销,山东省,多层板,-
368,旧动能,莒南县岭泉镇石门亭农资农家店注销,山东省,化肥.农地膜零售,-
369,旧动能,龙口市阳光运动用品商店注销,山东省,运动器材、服装、办公用品零售、场地租赁、承接会议、培训,-
370,旧动能,宁津县新兴阁工艺品经营部注销,山东省,木制工艺品,-
371,旧动能,宁阳县磁窑东村五金批发部注销,山东省,五金电料;民用建材零售。(需许可经营的凭许可证件经营),-
372,旧动能,莱芜市莱城区顺心陶瓷商店注销,山东省,工艺礼品、陶瓷(依法须经批准的项目经相关部门批准后方可开展经营活动)。,-
373,旧动能,平邑县惠福堂日用品经营部注销,山东省,日用品、化妆品,-
374,旧动能,慧祥大酒店注销,山东省,饭菜.酒,-
375,旧动能,平阴县广信商店吊销,山东省,日用百货、烟酒零售。,-
376,旧动能,平原县兰宝石精品文具店注销,山东省,文具、精品零售,-
377,旧动能,武城镇玉祥运煤中心注销,山东省,拉煤球,-
378,旧动能,青岛市李沧区权欣伟业房屋信息经纪服务部注销,山东省,房屋居间经纪服务。(以上范围需经许可经营的须凭许可证经营),-
379,旧动能,青岛市市北区真精彩数码设计制作室注销,山东省,电脑平面设计零售,-
380,旧动能,青岛市市北区辣欢天火锅店注销,山东省,经营涮火锅、凉拌菜、酒类。,-
381,旧动能,青州市黄楼好庆花卉园注销,山东省,花卉苗木种植、销售,-
382,旧动能,庆云县常家镇大高卫生油销售部注销,山东省,卫生油(凭许可证经营的需凭许可证经营),-
383,旧动能,荣成市崖头英芙家电维修部注销,山东省,修理电视机,-
384,旧动能,历城区盛红服装店存续,山东省,服装鞋帽的零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
385,旧动能,日照开发区启明装饰材料商场吊销,山东省,胶合板、五金配件、电工器材、日用杂品,-
386,旧动能,泰安市泰山区振兴纸行注销,山东省,草板纸销售(涉及许可证经营的无许可证不得经营),-
387,旧动能,鱼台县大众理发店注销,山东省,-,-
388,旧动能,泗水县大黄沟乡光光塑料制品经营部注销,山东省,塑料制品销售(涉及许可经营的须凭许可证或批准文件经营)。,-
389,旧动能,济南市天桥区北园新建装饰材料经销处吊销,山东省,装饰材料五金的零售,-
390,旧动能,威海高技术产业开发区王家庄润威峰窝煤场注销,山东省,蜂窝煤加工,-
391,旧动能,威海经济技术开发区长峰三威林生日蛋糕店吊销,山东省,面包、糕点。,-
392,旧动能,潍坊市坊子区吉祥机械加工厂注销,山东省,车床加工机械制造,-
393,旧动能,无棣县腾达汽车装具门市部注销,山东省,汽车装具批零兼营,-
394,旧动能,武城县城区鑫颖美发时尚空间注销,山东省,理发(凭有效许可证经营),-
395,旧动能,临清市新华路德洲扎啤经营点注销,山东省,-,-
396,旧动能,阳信县阳信镇鑫源超市注销,山东省,副食品百货烟酒零售,-
397,旧动能,沂源县南麻伍八裤行吊销,山东省,服装、鞋帽、针织零售。,-
398,旧动能,东营区江辉服装摊点注销,山东省,服装零售,-
399,旧动能,鱼台县得闲聚酒楼注销,山东省,不含凉菜、不含裱花蛋糕、不含生食海产品(持餐饮服务许可证经营有效期限至2014年04月06日止)。,-
400,旧动能,张店新旺五金供销部注销,山东省,五金交电土杂阀门管件劳保护品节能产品。,-
401,旧动能,周村瑞丰快餐店吊销,山东省,面食、炒菜、酒水*饮食服务(有效期至2005年12月31日),-
402,旧动能,周村德立信不锈钢经营部注销,山东省,不锈钢材及配件、电工器材*零售,-
403,旧动能,昌乐增发石子球磨厂注销,山东省,球磨粉加工、销售(涉及许可证经营的无许可证不得经营),-
404,旧动能,诸城市翔云童装商场注销,山东省,童装童鞋零售。(房屋租赁合同有效期至2007年5月30日暂住证有效期至2005年12月),-
405,旧动能,城阳区鑫发源百货店存续,山东省,零售日用百货。(以上范围需经许可经营的须凭许可证经营),-
406,旧动能,青岛市城阳区锦通通信经营部存续,山东省,零售手机及配件；代办移动通讯业务(以上范围需经许可经营的须凭许可证经营)**,-
407,旧动能,城阳区李日全养殖场注销,山东省,水貂养殖(依法须经批准的项目经相关部门批准后方可开展经营活动),-
408,旧动能,城阳区爱依爱依童装店存续,山东省,网上经营童装。(以上范围需经许可经营的须凭许可证经营)**,-
409,旧动能,城阳区雷蒂森舞箭卫浴店存续,山东省,批发零售卫浴、洁具、五金电器（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
410,旧动能,城阳区王中才小吃店存续,山东省,现场制售散装食品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370214MA3FCCP624
411,旧动能,城阳区刘德金小吃店存续,山东省,餐饮服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370214MA3EL4WT1K
412,旧动能,青岛老味道果蔬种植专业合作社在业,山东省,在成员间开展种植技术指导;蔬菜、水果、林木的种植与批发。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,933702140999336430
413,旧动能,青岛友财生态农业有限公司在业,山东省,一般经营项目,-
414,旧动能,青岛韩运丰国际贸易有限公司在业,山东省,许可经营项目,-
415,旧动能,青岛启迪云资投资管理有限公司在业,山东省,以自有资金投资;以自有资金进行资产管理、投资管理、股权投资、股权投资管理、创业投资、创业投资管理(未经金融监管部门依法批准不得从事向公众吸收存款、融资担保、代客理财等金融服务);园区基础设施的开发、建设及管理服务;房屋建筑工程施工及技术服务、技术咨询;房地产开发;物业管理服务;自有房屋租赁;企业管理服务;企业形象策划服务;会议及展览展示服务;建筑材料的销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,91370214MA3MJ5RQ4N
416,旧动能,青岛良鑫酒店设备工程有限公司在业,山东省,批发、安装、维修,91370214MA3FFG7A87
417,旧动能,青岛张连大豆专业合作社注销,山东省,一般经营项目,-
418,旧动能,青岛波健志商店(普通合伙)注销,山东省,一般经营项目,-
419,旧动能,青岛市黄岛区天宇粮油经营部注销,山东省,粮油零售;木材销售。,-
420,旧动能,青岛市李沧区浩源顺丰酒店吊销,山东省,零售,-
421,旧动能,侑心婉(上海)商贸有限公司青岛万象城分公司在业,山东省,服装服饰、针纺织品、羽绒制品、箱包、鞋帽、首饰(毛钻、裸钻除外)、日用品、工艺礼品(文物除外)、皮革制品、化妆品、办公用品、钟表、眼镜(矫正视力除外)、床上用品、缝纫机、纸制品、厨房用品的零售、批发、进出口、佣金代理(拍卖除外)并提供相关配套服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),91370200MA3D86N51L
422,旧动能,青岛蕾赫思工贸有限公司注销,山东省,通讯设备。服装加工。,-
423,旧动能,青岛日盛经济贸易公司曾用名注销,山东省,零售、批发,-
424,旧动能,青岛捷达通票务有限公司注销,山东省,一般经营项目,-
425,旧动能,青岛市市北区富贵人婚纱婚庆制作室吊销,山东省,婚纱出租。,-
426,旧动能,青岛市市南艺海装饰商场吊销,山东省,建筑五金水暖器材油漆涂料化工原料(不含易燃易爆有毒物品)。制冷空调设备照明电器建筑材料日用杂品船舶配件五金工具家用电器装饰材料电工器材木材铝材中厚钢板中型角钢无缝钢管代购代销石油制品。,-
427,旧动能,胶南市家福乐家政服务中心存续,山东省,家政保洁服务（不含高空作业）(以上范围需经许可经营的须凭许可证经营)。,-
428,旧动能,青岛经济技术开发区天泽园养生堂注销,山东省,保健食品、化妆品、日用品、洗涤用品(不含磷)、厨房用具零售。(卫生许可证有效期至2009年5月10日止;以上范围需经许可经营的须凭许可证经营),-
429,旧动能,青岛经济技术开发区海东五金电动工具店存续,山东省,五金、电动工具零售。(以上范围需经许可经营的须凭许可证经营),-
430,旧动能,黄岛区火红旺快餐店存续,山东省,快餐服务；经营其它无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
431,旧动能,黄岛区荣电电器经营店存续,山东省,批发零售家用电器、净水机、厨具、日用品；经营其它无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
432,旧动能,黄岛区马清敏商店在业,山东省,零售,-
433,旧动能,黄岛区孙启龙装卸服务部存续,山东省,装卸服务（不含危险品、不含冷库）；经营其它无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370211MA3FA7Q05X
434,旧动能,潘桂京存续,山东省,零售,92370211MA3EXQQT9G
435,旧动能,黄岛区陈祥林建材店在业,山东省,零售,92370211MA3MK7D119
436,旧动能,青岛春良房屋修缮工程有限公司在业,山东省,房屋修缮工程施工、建筑工程施工、市政工程施工、防腐保温工程施工、园林绿化工程施工、防水工程施工、室内外装饰工程施工、钢结构工程施工(以上未取得资质不得开展经营);铝合金、塑料门窗安装工程;批发零售建筑材料。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,-
437,旧动能,青岛茂益农业科技有限公司在业,山东省,一般经营项目,91370211086487576K
438,旧动能,青岛维尔国际海洋科技有限公司在业,山东省,会议及展览中介服务文化艺术交流活动策划(不含演出)海洋平台钻井工程;船舶及配件的研发、制作、销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,91370211395813136X
439,旧动能,青岛中天人和房地产经纪有限公司第十分公司在业,山东省,房产经纪服务(依法须经批准的项目经相关部门批准后方可开展经营活动),91370211MA3EMB4F38
440,旧动能,青岛亚淼信息科技有限公司在业,山东省,网络信息技术咨询;软件开发;平面设计;计算机系统集成服务;销售,91370211MA3N2XR06W
441,旧动能,青岛轩正低碳网络科技有限公司在业,山东省,计算机、网络技术开发、技术咨询、技术服务、技术推广(不得从事互联网信息服务及增值电信业务);一般经济信息咨询、商务信息咨询、企业管理信息咨询(未经金融监管部门批准不得从事吸收存款、融资担保、代客理财等金融业务);设计、制作各类广告文化艺术交流策划;销售,91370211MA3F38XP9J
442,旧动能,青岛明珍华视眼镜有限公司在业,山东省,销售,91370211MA3C4MJR7X
443,旧动能,青岛泰业房地产开发有限公司在业,山东省,一般经营项目,91370211733529657F
444,旧动能,青岛盛世衣纺织服装有限公司在业,山东省,纺织服装缝制加工。(不含许可证及配额管理产品;产品95%出口。以上范围需经许可经营的须凭许可证经营。),91370282750419193W
445,旧动能,即墨市兆荣服装厂在业,山东省,制售服装、网上销售(依法须经批准的项目经相关部门批准后方可开展经营活动),-
446,旧动能,青岛市崂山区时尚宝贝鲜花礼品店吊销,山东省,鲜花、礼品零售。(以上范围需经许可经营的须凭许可证经营),-
447,旧动能,崂山区爱龙天天鲜蔬菜店存续,山东省,蔬菜零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
448,旧动能,崂山区青山林羊肉店存续,山东省,餐饮服务（依据食品药品监管部门核发的《食品经营许可证》开展经营活动）；零售生肉。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
449,旧动能,崂山区飞诚源商贸中心存续,山东省,批发兼零售食品（依据食品药品监管部门核发的《食品流通许可证》开展经营活动）、日用百货、劳保用品、办公用品、建筑装饰材料、五金用具、化工产品（不含危险化学品）、机械配件、农副产品、鲜海产品；电气设备安装及维修；制作安装不锈钢制品；园林绿化工程设计及施工；室内外装饰装潢；机械租赁、装卸服务；垃圾清运（依据环卫部门核发的《垃圾清运许可证》开展经营活动）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370212MA3DE7157Y
450,旧动能,崂山区许正江熟食店存续,山东省,熟肉制品销售。*（依据食品药品监督管理部门核发的《食品流通许可证》开展经营活动）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
451,旧动能,青岛润涵国际贸易有限公司在业,山东省,货物进出口、技术进出口(法律、行政法规禁止的项目除外、法律、行政法规限制的项目取得许可后方可经营);销售,9137021279753341X4
452,旧动能,青岛市李沧区欣吉货运处吊销,山东省,货物配载信息咨询。,-
453,旧动能,青岛市李沧区明霞烟酒百货店H注销,山东省,零售烟酒糖茶、袋装小食品、饮料。熟肉制品。,-
454,旧动能,李沧区李东燕日用品信息咨询服务部注销,山东省,日用品、保健品、护肤品、家居用品信息咨询服务。(以上范围需经许可经营的须凭许可证经营),-
455,旧动能,李沧区瑞莱客宾馆注销,山东省,住宿(有效期限以许可证)(依法须经批准的项目经相关部门批准后方可开展经营活动),-
456,旧动能,李沧区尚明远日用百货店存续,山东省,零售日用百货、办公用品、电线电缆、五金、土产杂品。(以上范围需经许可经营的须凭许可证经营),-
457,旧动能,青岛市李沧区永晖维修部吊销,山东省,维修,-
458,旧动能,李沧区高永亮办公用品店在业,山东省,批发零售,92370213MA3FC1X716
459,旧动能,李沧区卓越家园装饰装潢中心在业,山东省,室内外装饰装潢室内外装饰装潢设计批发零售,92370213MA3FAKKN0C
460,旧动能,李沧区洪亮源久生鲜百货超市在业,山东省,批发零售,-
461,旧动能,李沧区沂青沂源电气经销处存续,山东省,批发五金交电、电子产品、机械设备、机电设备、建材、金属制品、灯具、化工产品（不含危险品）、文具、体育用品、家用电器、日用百货、办公用品、汽车及配件、计算机及配件；室内外装饰装潢、土石方工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
462,旧动能,李沧区和众昌金属加工中心存续,山东省,加工不锈钢制品、铁艺制品、门窗、钢结构、铝合金、自动门；批发、零售不锈钢制品、铁艺制品、门窗、铝合金制品、自动门、五金配件；安装不锈钢制品、铁艺制品、铝合金制品、门窗、自动门；钢结构工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370213MA3DT8JB52
463,旧动能,李沧区静龙轩日用品咨询部存续,山东省,日用品、化妆品、健康信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370213MA3MHELT44
464,旧动能,青岛扬帆胜达石材有限公司在业,山东省,一般经营项目,91370213575775413D
465,旧动能,市北区艺桂榕商行注销,山东省,批发零售,-
466,旧动能,市北区七枫堂云南土产店注销,山东省,零售,-
467,旧动能,青岛华尔威经贸有限公司美迪美美容护肤中心吊销,山东省,美容、美发销售,-
468,旧动能,青岛信德眼镜有限公司延安二路分店注销,山东省,依据食品药品监管部门核发的《医疗器械经营许可证》开展经营活动;批发、零售,913702035539863165
469,旧动能,青岛海航星商贸有限公司吊销,山东省,批发、零售,-
470,旧动能,市北区鹏派电子产品经营部在业,山东省,批发、零售,92370203MA3MT60FX1
471,旧动能,市北区涅槃群智健康信息咨询部注销,山东省,日用品、保健品、化妆品健康咨询服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),-
472,旧动能,江志云吊销,山东省,零售蔬菜。水果。,-
473,旧动能,青岛四方亚细亚大酒店吊销,山东省,中餐小吃。烟酒。,-
474,旧动能,青岛福家谊不动产经纪有限公司在业,山东省,房屋中介经济信息咨询。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,913702035647318962
475,旧动能,青岛康庆和医药科技有限责任公司在业,山东省,医药技术研究、技术咨询(不含医疗、诊疗),91370203MA3DL8K67X
476,旧动能,市南区傅好华日用品咨询服务部存续,山东省,日用品、化妆品咨询服务(依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
477,旧动能,青岛青草地经贸有限公司吊销,山东省,批发零售,-
478,旧动能,市南区郭之滨健康咨询服务部存续,山东省,服务健康信息咨询；批发兼零售家居用品、日用品。(以上范围需经许可经营的须凭许可证经营),-
479,旧动能,市南区少年鑫鑫水果蔬菜店在业,山东省,零售蔬菜，水果。（经营其他无需行政审批的一般经营项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,92370202MA3MM9DXXR
480,旧动能,市南区欣欣满园副食品店存续,山东省,零售海产品、生肉、蔬菜、鸡蛋。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
481,旧动能,市南区鑫玉海鲜菜馆存续,山东省,餐饮服务（凭许可证经营），经营其他无需行政审批的一般经营项目。（以上范围需经许可经营的，须凭许可证经营）,-
482,旧动能,青州市良国电子商务中心存续,山东省,日用百货网上销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
483,旧动能,青州市恺丽花卉苗木园艺场存续,山东省,花卉苗木种植销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
484,旧动能,青州市新贵园宾馆存续,山东省,住宿服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）,-
485,旧动能,杨春亮存续,山东省,奇石艺术品加工销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)**,92370781MA3MGCR71N
486,旧动能,庆云县美田源鱼缸销售中心在业,山东省,鱼缸*批发、零售(依法须经批准的项目经相关部门批准后方可开展经营活动),-
487,旧动能,曲阜枫叶印务有限责任公司在业,山东省,其他印刷品印刷印刷、打字复印;图文设计、写真喷绘;广告业务;办公用品、纸品、电子产品、文体用品、五金工具、印刷器材、办公设备批发兼零售;印刷设备、电脑及周边设备销售及维修;网络技术服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),91370881MA3C1B7DX3
488,旧动能,日照经济技术开发区申磊房屋中介中心存续,山东省,房屋中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动),-
489,旧动能,日照市东港区环科净化设备销售中心存续,山东省,油烟净化设备销售及安装；五金、机电产品（不含小轿车）、工业电器、厨具、酒店用品销售.（涉及许可的凭有效许可证经营）.,-
490,旧动能,日照市东港区东方行日用品商行在业,山东省,日化品零售.(依法须经批准的项目经相关部门批准后方可开展经营活动),-
491,旧动能,日照市东港区鑫宝摄影中心存续,山东省,摄影、摄影器材销售（经营范围涉及许可经营的凭有效许可证经营）,-
