,公司名称,经营范围,省份,所属地区,企业简介,新动能条款,企业分类
95,山东康平纳集团有限公司技术中心,"煤炭批发经营;毛纺织产品、服装、鞋帽生产、加工;机械制造、加工、销售;日用百货、毛纺织纤维原料销售、针织品及纤维原料、麻纺织纤维原料销售;棉纱、有色金属材料(不含贵金属及稀有金属)、电解铜、电解铝、钢材、铁矿石、铁精粉、建材、焦炭、化工产品(不含危险化学品)、农用机械设备、五金交电、电子产品、家用电器、工艺品(不含文物)、家具的批发零售;进出品贸易(不含国营贸易管理货物进出口)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,泰安,,,能源原材料
96,淄博柴油机总公司技术中心,,山东,,,,
97,辰欣药业股份有限公司技术中心,"片剂、软膏剂、乳膏剂、眼膏剂、滴眼剂、搽剂(均含激素类)、灌肠剂、洗剂,冻干粉针剂(含抗肿瘤药),大容量注射剂(含抗肿瘤药)、滴耳剂、滴鼻剂、硬胶囊剂、软胶囊剂、酊剂(外用)、冲洗剂、小容量注射剂(含激素类、抗肿瘤药)、粉针剂,原料药,特殊医学用途配方食品、第二类精神药品制剂的生产与销售(有效期限以许可证为准);货物与技术的进出口业务(国家限制或禁止的除外);药品研发技术服务;保健食品“辰欣牌果味维生素C咀嚼片”、“辰欣牌钙咀嚼片(孕妇型)”、“辰欣牌钙咀嚼片(青少年儿童型)”、“辰欣牌维C加锌咀嚼片”、“辰欣牌叶酸铁片”、“辰欣牌维D3钙咀嚼片(中老年型)”的生产、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,济宁,,,医养健康
98,迪沙药业集团有限公司技术中心,"片剂、颗粒剂、硬胶囊剂(均含头孢菌素类)、小容量注射剂的生产及销售本企业产品(有效期限以许可证为准);中药饮片(含直接口服饮片,炮制范围:净制、切制、炒制、炙制、蒸制、煮制、炖制、煅制、制炭、燀制)的生产和销售(有效期限以许可证为准);保健食品的生产和销售(许可范围及有效期限以食品卫生许可证为准);食品生产;食品销售;食品添加剂的生产、销售;备案范围内的货物及技术进出口;海洋生物制品的研发、生产、销售、技术开发、技术转让与技术咨询服务;室内外装饰装修工程施工;药品结构确证的检验检测服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,威海,,,医养健康
99,山东双轮股份有限公司技术中心,"设计、开发、生产、经营各种泵类产品、各种铸件、泵产品配件、与泵类产品相配套的产品,成套开关设备和控制设备、给排水成套设备、消防设备、环保设备、一体化预制提升泵站、成套设备的监视监控检测网络系统;合同能源管理;压力设备的销售;水利水电安装工程施工;机电安装工程施工;备案范围内的货物和技术的进出口。(依法禁止的项目除外,依法须经批准的项目,经相关部门批准后方可开展经营活动)",山东,威海,,,高端装备制造
100,山东汇丰铸造科技股份有限公司技术中心,"普通货运(有效期限以许可证为准);铸件、锻件、冲压;电机、石材加工机械、塑料工业用机械、塑窗设备、面食工业用机械的制造;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,济南,"山东汇丰铸造科技股份有限公司始建于1987年，系一家集科研、开发、生产于一体，技术力量雄厚的大型铸造企业。1999年企业率先通过了ISO9001国际质量体系认证。现总资产1.8亿元，员工800余名，厂区面积26万㎡,年产各类铸件3万吨，各类洗衣机电机、空调电机200万台以上，年销售收入3亿元。作为国内优秀的铸造生产供应商，多年来为德国、英国、法国、日本等国外大型公司及国内叁·一重工、中联重科、徐工、宇通、福田雷沃、龙工、汇丰集团、海尔、同泰集团、华兴集团等公司提供了高科技、高品质的产品。国家863科研项目旋挖钻机、青藏铁路救援设备、北京国家大剧院活动顶棚及移动舞台的减速机及液压设备，900吨国内履带行走第一吊，新疆风力发电机等项目，我公司的铸件都参与了配套生产。优质的产品及良好的服务受到了广大客户的高度评价。2011年公司金汇商标被国家工商总局认定为中国驰名商标，2013年公司被国家发改委等五部门共同认定为国家级企业技术中心。
铸造产品:主要有树脂砂、粘土砂、覆膜砂叁大铸造类型，包括工程机械类、罗茨风机类、减速机类、工业泵类、球磨机水泥设备类、风力火电发电设备类等各种牌号的球墨铸件，灰铁铸件，特种铸铁件及有色金属铸件。高性能球铁卷筒系列铸件产品荣获国家级新产品，填补国内空白，替代了进口。",,高端装备制造
101,金正大生态工程集团股份有限公司技术中心,"复混肥料、复合肥料、掺混肥料、缓释肥料、控释肥料、有机肥料、有机-无机复混肥料、水溶性肥料、微生物肥料、硅钙钾镁肥、磷酸二氢钾、液体肥、叶面肥等各种肥料的生产和销售;生产销售:盐酸、硫酸、硝酸(安全生产许可证期限以许可证为准);石膏的生产销售;土壤调理剂的生产销售;各类农用肥料、原材料、农机器械、农药(不含剧毒、危险化学品)、不再分装的袋包装种子的销售;相关技术、装备、工程项目的咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",山东,临沂,"金正大生态工程集团股份有限公司成立于1998年，主营复合肥、缓控释肥、水溶肥、生物肥、土壤调理剂等土壤所需的全系产品及为种植户提供相关的种植业解决方案服务。公司连续8年复合肥行业销量居首位。是全球最大的缓控释肥生产基地及国家创新型企业、国家重点高新技术企业、国家技术创新示范企业。现有总资产153亿元，员工10000余人，年生产能力700万吨。2010年，公司在深圳证券交易所上市（股票代码002470）。2016年实现销售收入187.36亿元。 
金正大是国家重点高新技术企业和国家创新型企业、缓控释肥料行业、国家与国际标准起草单位，先后在山东临沭、山东菏泽、安徽长丰、河南郸城、河南驻马店、辽宁铁岭、贵州瓮安、云南晋宁、山东德州、广东英德、新疆阿克苏、湖北潜江、新疆阜康等地建有生产基地，并在美国、澳大利亚、印度、西班牙、挪威、以色列、德国、荷兰、越南、新加坡、香港等地设有分支机构。 
坚持自主创新、走产学研相结合的发展道路是金正大成立以来最大的特色和优势。目前，金正大建有国家缓控释肥工程技术研究中心、复合肥料国家工程研究中心、国家认定企业技术中心、养分资源高效开发与综合利用国家重点实验室、土壤肥料资源高效利用国家工程实验室、农业部植物营养与新型肥料创制重点实验室、博士后科研工作站等国家级高端研发平台。先后与山东农业大学、中国农业大学、中国农业科学院、农业部全国农业技术推广服务中心、中国科学院南京土壤研究所、国家杂交水稻工程技术研究中心、上海化工研究院等40余家科研院校建立长期合作关系，并与美国佛罗里达大学、挪威生命科学大学、以色列希伯来大学等7所国际名校、美国农业部3个试验站等单位建立了长期合作关系，共同致力于新型肥料在国内外的研发与推广应用。 
金正大先后承担了“十一五”、“十二五”国家科技支撑计划和国家星火计划、国家火炬计划、国家重点新产品计划等30余项国家级和省级重大科研项目。截止目前，拥有专利210项，其中发明专利199项，并荣获国家科技进步二等奖2项、山东省科技进步一等奖3项，国家重点新产品3项、中国驰名商标2个。 ",,高端化工
102,华纺股份有限公司技术中心,"热力的生产、销售;电力的生产、销售(以上项目有效期限以许可证为准)。棉、化纤纺织及印染精加工,棉及化纤制品、服装、服饰、家用纺织制成品、特种劳动防护用品、染料和印染助剂(不含危险化学品)的生产、加工、销售;棉花收购、销售;新产品的技术开发、技术咨询服务及技术转让;机电设备、煤渣、煤灰的销售;仓储;进出口业务;混凝土砌块及粉煤灰砖的生产与销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",山东,滨州,"华纺股份有限公司位于美丽的滨州市，属国有控股上市公司（股票代码600448），是“中国棉纺之都”的重要骨干成员和国家纺织产品开发中心认定的“中国印染产品开发基地”。公司连续十七年跻身全国印染行业“十佳企业”，拥有“家用纺织品（山东）检测中心”、“省级技术中心”，先后荣获中国纺织文化建设知名企业、中国印染行业竞争力前10强、中国纺织行业和谐企业建设先进单位等荣誉称号。
公司资产总额15亿元，融印染、服装、床品、纺纱、热电的生产、加工、销售和进出口贸易于一体，年收入20亿元，年印染布产能2.4亿米，床品1200万套，服装600万件，市场遍布欧、美、非及东南亚等50多个国家和地区，出口达80%以上，年出口创汇3亿美元。
公司秉承“上善若水，厚德载物”的企业理念，坚持以人为本的管理原则和公平、公正、公开的用人原则，为员工提供良好的职业发展规划和平等的晋升机会。近年来，公司倡导“家文化”，投入近3000万元，在“华纺·莲湖人家”建设单身公寓。公寓内部配备空调、电视、地暖，设施齐全，并有阅览室、网吧、医务室、娱乐活动室等配套设施。公司立志将其建设成为滨州市高标准的员工公寓，为员工打造一个安静、整洁、温馨、和谐、卫生、舒适的生活环境。
改革跨越风正劲，招贤纳士气方足！作为印染行业龙头企业，公司正在对产业的进行升级改造，扩大经营规模。公司计划五年之内再造一个华纺，如此浩大的工程需要大量的高素质人才参与。因此，我们真诚地邀请莘莘学子加入我们这个团队，与她一起成长、发展、壮大。同时也希望大家能借助这一平台来共同实现自己的人生梦想，达成职业理想目标！",,高端化工
103,阳谷祥光铜业有限公司技术中心,"煤炭批发经营、余热发电、销售;硫酸、氧、氩、氮、硫酸铜、二氧化硒、精硒、硫酸镍生产、销售(凭安全生产许可证经营,有效期限以许可证为准);有色金属、贵金属、有色金属合金及相关副产品的冶炼、压延、加工与深加工及其技术的研发、应用、推广、销售;矿渣综合利用,金、银、铜、铂、钯、铼制工艺品、装饰品、塑料制品加工、销售;硫金矿、精金矿贵金属矿砂及其他贵金属矿砂的销售。(国家法律、法规禁止生产经营的除外、需前置审批的、未取得经营许可证之前不得经营);经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进出口业务、原辅材料仓储、租赁(但国家限定公司经营或禁止进口的商品及技术除外)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。” ",山东,聊城,"阳谷祥光铜业有限公司坐落于山东省聊城市阳谷县，设计规模为年产阴极铜40万吨、黄金20吨、白银600吨、硫酸140万吨。公司现有员工1600余人，其中技术人员350人，高级职称以上32人，中级职称98人，本科学历以上190人。企业坚持引进国际先进技术和装备与自主创新相结合，充分体现了集成化创新的科技发展战略，是当前世界上技术最先进、安全、环保、节能、高效的现代化大型铜冶炼企业，也是世界上继美国肯尼柯特公司之后，第二个采用闪速熔炼和闪速吹炼工艺的铜冶炼企业和世界上单系统熔炼能力最大的铜冶炼厂，2008年1月，祥光铜业被列入国家发改委第一批符合《铜冶炼行业准入条件》七家企业之一；同年6月19日，被评为全国十家“国家环境友好工程”之一；同年底被国家商务部、海关总署列入第一批允许进行铜精矿加工贸易的七家企业之一。今年1-11月份，生产阴极铜16.5万吨，硫酸61万吨，黄金460公斤，白银60吨，实现销售收入66亿元，利税12.16亿元。预计全年生产阴极铜18.3万吨，硫酸66万吨，黄金600公斤，白银80吨，实现销售收入76亿元，利税14.6亿元。

中国工程院院士评定祥光铜业工艺技术先进，生产效率高，环保效果好，各项技术指标优于设计值，整体技术达到国际领先水平。公司有两项成果均被中国有色金属工业协会评为科技进步一等奖。中国有色金属工业协会会长康义指出，祥光铜业“双闪”技术填补了国内铜工业的一项空白，使我国铜冶炼技术又上了一个新台阶，标志着具有国际先进水平的“双闪”铜冶炼技术在中国开花结果。2009年，祥光铜业“绿色铜冶炼工艺及关键技术研究与应用”项目荣获山东省科技进步奖一等奖。

按照省委、省政府，市委、市政府的要求，建设以祥光铜业为龙头的祥光生态工业园（千亿）。为确保园区发展的长期铜资源安全性，祥光铜业作为园区龙头企业将大力开发境内外矿产资源。展望未来，祥光生态工业园（千亿）将定位为：以全产业链、创新科技及循环经济为特色的我国北方最具影响力的铜产业基地。",,高端化工
104,宝世达国际控股集团有限公司技术中心,"实业投资,房地产项目投资,投资管理(不含期货、证券等金融业务);精密铜管、电磁线、合金制品、不锈钢制品、电线电缆、电工器材、电动机、发电机、LED电子产品、石油钻采设备的生产(不含特种设备)、批发、零售;环保设备制造,环保设施运营服务;金银制品销售;进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,济南,"宝世达国际控股集团有限公司（Baoshida Holding Group），高新技术企业，是以“先进制造与贸易、金融投资、地产开发”为核心业务的现代化企业集团。其中，先进制造涉及铜加工、电线电缆、无缝钢管、石油装备、环保工程、LED光电子六大产业，产品广泛应用于大型水电、火电、核电发电机用铜及铜合金、高铁牵引电机绕组、油气田开采、高浓度污水处理等节能、环保领域，是行业前沿技术研发与产业化基地。
集团成立于2002年，总部位于山东省济南市。2013年初，集团成功并购瑞士金属公司。目前，集团在国内拥有济南、东营石油装备、东营特钢、上海电磁线圈、德州电缆五大工业制造基地，在欧洲拥有瑞士勒孔维利耶、瑞士多尔纳赫等两大工业制造基地，控股16家实体公司，总资产60亿元，员工3000余人。2013年，集团工业品销售收入45亿元，预计2020年销售收入突破百亿元。
十余年来，集团始终秉承“领先科技、创新发展”的经营理念，以3个“省级企业技术中心”、1个“省级半导体照明工程技术中心”为载体，不断加大科研投入，努力完善技术创新体系，不断提升企业科技创新能力，形成了以企业为主体、以市场为导向、产学研相结合的技术创新思路。近年来，集团研发的多项技术与产品均处于国内行业领先水平，填补了国内多项空白，确保行业领军地位。同时，集团立足瑞士金属公司，将其百余年沉淀的核心技术与集团自有技术相融合，积极打造“海外研发中心”。
“目标所及、精彩必在”，集团坚持“创造价值、奉献社会、幸福员工”的核心价值观，精益制造、追求卓越、创新发展，宝世达品牌被认定为“中国驰名商标”。同时，集团先后荣获省级“优秀企业”、“企业管理状态AAA级企业”、“工业和信息化示范企业”、“首批节能环保示范企业”、“标准化良好行为（AAA）企业”等荣誉。
2013年，集团将坚持国际化战略，加快国际化建设步伐，充分利用国际资源，打造全球化企业，在香港设立亚太区销售总部、在美国设立美洲区销售总部、在瑞士设立欧洲区销售总部，构建全球销售网络，将集团的石油装备、电缆、无缝钢管、LED电子产品推向全球。
以人为本，信以发志；立足中国，放眼世界。作为多领域、跨行业经营的综合性跨国企业集团，集团坚持扎根中国、拓展海外，打造高水平团队、创新科学管理模式，以先进制造为基础核心、以金融投资为新的增长极、以地产开发为种子产业，提升综合竞争力，努力创建“科技型、节约型、环保型、创新型、国际化”企业集团。",,现代金融
105,山东招金集团有限公司技术中心,"金矿勘探;矿山机械制修;浮选用黄药、矿山机电设备的生产、销售;货物及技术的进出口业务(依法须经批准的项目,经相关部门批准后方可开展经营活动)",山东,烟台,,,能源新材料
106,山东龙力生物科技股份有限公司技术中心,"氢气400Nm3/h、纤维乙醇50000吨/年、二氧化碳30000吨/年生产与销售(有效期限以许可证为准);食品、食品添加剂、保健食品的生产与销售;饲料、饲料添加剂的生产与销售;木质素的生产与销售;粮食、玉米芯的收购加工销售;预包装食品批发兼零售;货物及技术进出口业务;生物技术、新材料技术、质检技术、节能技术、农业技术的开发、转让、咨询、服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,德州,,,高端化工
107,玫德集团有限公司技术中心,"生产、销售:玛钢管件、衬塑管件、涂塑管件、消防及燃气管件、球铁沟槽管件、沟槽衬塑管件、沟槽涂塑管件、灰铸铁管件、铸铜管件、不锈钢管件、阀门、阀门配件、阀门铸件、电力金具、管路连接件、铸件、机械配件、空调配件、螺栓螺母、橡胶圈、编织袋、包装纸箱;水、油、气流体精密智能阀门产品及模具、设备的研发、设计;销售冶金炉料、钢材、金属制品、五金交电、建材;房屋租赁;普通货运;进出口贸易;企业管理咨询;物业管理。(依法须经审批的项目,经相关部门批准后方可开展经营活动) ",山东,济南,"一、公司简介
济南玫德铸造有限公司始建于1962年，现已发展成为拥有一个总厂、三个分厂、一个独立核算的钢管公司、一个玛钢流体产业园，生产、供应管道流体配件和电力金具铸铁件的大型企业集团。
实力强大 全球同行业，生产规模大、品种规格全、销售区域广。针对不同市场供应管道、阀门、管件、电力金具等产品，提供水处理、消防、空调制冷、矿山、机械、设备、电力等服务。
重视品牌 迈克商标102个国家注册。2002年，迈克商标被认定为中国着名商标，是中国同行业第一家，也是迄今唯一被国家商标局认定的中国着名商标。经权威机构评估：“迈克”品牌、企业整体资产价值564.84亿元。
质量保证 迈克产品销往130多个国家和地区，拥有完善的销售网络和稳定的用户群。1996年获得iso9001认证，并先后获得美国ul/fm/nsf、加拿大csa/cul、德国ce/dvgw/tuv/vds、英国bsi/lpcb、以色列sii、俄罗斯gost-r、巴西abnt、波兰cnbop、韩国ks、日本jis、土耳其tse、新加坡psb等产品质量认证。
研发中心 总投资5000万元，是集产品研发、应用研究、分析评定、技术服务和咨询于一体的科研机构。现有科研人员410人，其中学术带头人硕士研究生22人。专业分布包括铸造、机械设计与制造、机电一体化、模具设计、金属材料、化学工程和精细加工等多种专业。为公司由制造销售型企业向研发、制造、服务型企业转变提供了强有力的技术支持。
技术领先 作为行业的领导者和国家火矩计划重点高新技术企业，加大环保投入，倡导节能减排，多项应用技术世界领先。拥有专利位居同行业前列，每年申报专利20多项。主持起草或参与制订了多项国家标准。拥有国家企业技术中心、院士专家工作站，与多所大专院校及科研单位合作，研发能力强大。
奉献社会 先后为慈善、教育、城建、困难企业等社会公益事业捐款总额超过3亿元。其中，捐资4566万元兴建了平阴一中新校，捐资3000万元设立了永久性玛钢助学基金，捐资1亿元建设玫瑰湖湿地玛钢公园，捐资5000万元建设平阴县全民健身中心。成立了玫德爱心基金会。彰显了玫德人恪尽社会责任的博大胸襟。
坚持双赢、保证质量、提升服务、共同发展，是公司永远的追求。
二、联系方式
因公司业务扩大，现诚聘英才，有意向者可直接电话联系，联系人丁经理 0531-87885727 手机号 13553183166，15154118380，15336413372，招聘邮箱：jnmdhr@163.com",,高端装备制造
108,天元建设集团有限公司技术中心,"土木工程建筑、安装、装饰、幕墙、智能化、计算机系统集成、钢结构工程总承包业务及工程设计、工程施工、项目管理和相关的技术与管理服务;道路、桥梁、市政工程施工;房地产开发服务;建筑材料、构配件、建筑机械设备制造、销售、租赁;建筑机械设备安装与维修(不含特种设备);周转材料、附着升降脚手架租赁及销售;建筑机械配件销售;承包与其实力、规模、业绩相适应的国外工程项目;对外派遣实施上述境外工程所需的劳务人员;园林绿化工程设计、施工与养护;假山、雕塑制作安装;苗木、花卉、草坪培育、种植、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,临沂,"天元建设集团有限公司是伴随着新中国的诞生而成立的大型综合性企业集团，AAA特级信用企业，拥有房屋建筑工程施工总承包特级资质，机电安装、公路市政、钢结构、消防设施、装修装饰、建筑幕墙、特种设备安装改造维修（锅炉）、特种设备制造（压力容器）等近三十项国家一级资质，建筑、装饰、幕墙、消防等多个设计甲级资质和建筑市政监理甲级资质，并拥有涉外经营承包权。同时拥有院士工作站、博士后科研工作站、技师工作站、国家级企业技术研发中心。自1997年以来先后通过ISO9001质量管理体系、ISO14000环境管理体系和OHSAS18000职业健康安全管理体系认证，并有效运行。集团现已发展形成建筑土木工程、房地产开发、工业生产、金融投资、监理设计咨询、物业服务等六大板块产业，施工区域、工业产品及服务项目遍布全国以及非洲、美洲、东南亚、南亚等部分国家和地区。具有年完成施工产值500亿元、承建5000万平方米工程的总承包能力。所承建工程荣获46项""鲁班奖""、""国家优质工程奖""、""詹天佑奖""等三大建筑工程综合质量奖，27项""中国安装之星""、""全国建筑工程装饰奖""、""中国钢结构金奖""等建筑工程专项质量奖，以及90项""泰山杯""、""扬子杯""、""天府杯""、""长城杯""、""海河杯""、""安济杯""、""白玉兰奖""等省级工程质量奖。  
天元集团始终把质量和诚信服务视作企业的生命，坚持""塑精品，创一流""的质量方针以及""诚信为本，合作共赢""的服务理念，提升了天元品牌的知名度和美誉度，得到了社会和客户的广泛认可。 
天元集团坚持科学发展观，抢抓机遇，开拓奋进，使企业综合经营指标在山东省同行业中连续多年名列前茅，被授予""全国文明单位""、""全国先进基层党组织""、""全国五一劳动奖状""、""全国质量工作先进单位""、""全国守合同重信用企业""、""中国百家诚信示范企业""、""中国500强企业""、""中国建筑业50强企业""、""全国优秀施工企业""、""全国用户满意施工企业""、""山东省省长质量奖""、""山东省思想政治工作先进单位""、""山东省企业文化建设示范单位""、""山东省抗震救灾英雄集体""、""山东省纳税百强企业""等荣誉称号。 
全国人大代表、全国劳动模范、天元集团董事长、党委书记张桂玉偕全体员工将继续发扬天元精神，为实现""建自强和谐天元，筑百年长青基业""的宏伟目标，竭诚与社会各界携手合作，共建美好家园。 
",,高端化工
109,中铁十四局集团有限公司技术中心,"资质证书范围内的工程施工、工程勘察设计、工程试验检测及技术咨询服务;承包境内外综合工程和境内国际招标工程及上述境外工程所需的设备、材料出口;工程建设咨询服务;工程技术的开发、转让、服务;对外派遣本单位实施工程所需的劳务人员;爆破作业许可证范围内的设计施工、安全评估、安全监理(以上有效期限以许可证为准);园林绿化工程设计与施工;地质灾害治理工程施工;设备的采购与安装;机械设备及器材的制造、修理和租赁;机械设备、汽车配件、工程建材销售;房屋租赁;职业技能培训与鉴定。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,济南,"中铁十四局集团有限公司是经国家批准的国有控股特级施工总承包企业。集团所辖10个全资子公司、3个专业性分公司和7个区域性工程指挥部。具有铁路、公路、房屋建筑、桥梁、隧道、市政、机电安装、矿山、机场、码头、地铁、城市轻轨和水利水电等各类工程总承包和专业承包综合施工能力。兼营房地产、能源开发，承接了多项BT、BOT资本经营业务，享有国外工程经营权。 
集团公司注册资本金11.1亿元，总资产118亿元，拥有各类进口公路、铁路、水利、桥隧、地下工程等大型施工机械设备2227多台套，总价值16亿多元，年施工能力420亿元。先后参加了近60条、长达4900余公里的铁路主干线、复线、客运专线的建设；担负过近260条，累计3500多公里高速公路的施工任务；承建的特大桥、高架桥、大型立交桥有上百座；完成隧道施工500余座，总延长米为378000米；参建的机场有20余个，承建高层建筑100余座，总建筑面积达472万平方米；开拓阿富汗、安哥拉、阿尔及利亚、印度、尼日尔、沙特等海外建筑市场，承建工程总量100亿人民币以上；投资建设了青岛舟山岛街商住楼、盈泰嘉园、胶南麟瑞商务广场、济南兴隆山庄、莱西岸芷汀兰、兖州柳岸雅舍、南京中国铁建·江佑铂庭等楼盘，向社会提供了近百万平米、数万套优质住宅；投资建成迄今为止中国长江流域上工程难度最大、地质条件最复杂、科研挑战性课题最多的世界级越江隧道工程、国家“863”计划的科技示范工程——BOT南京长江隧道工程。
集团建筑安装工程分公司，近年来先后完成青岛国际航空培训中心、航空物流中心，济南山东航空大厦、嘉恒大厦、山东旅游学校新校区、警察学院、军安和平山庄、集团兴隆山庄、济南军区221工程，曲师大日照校区，南昌科技大学新校区，滨州医学院烟台校区，滨州学院、广电大厦、科技创业大厦、公路大厦、交通大厦、中金盛德大厦、大润发商贸城、邹平文体中心、无棣政务中心和中国孙子兵法园等大量高层及仿古房建工程，同时还承建了济南经十路改造、唐冶路桥、滨州中海地桥、太阳岛和斜拉桥等市政与桥梁工程。承担了阿富汗共和国医院和总统府多功能中心援建项目施工，承接了安哥拉社会住房项目第4标段4.15亿美元的施工任务。 中铁十四局集团坚持以“诚信、合作、创新、卓越”为经营宗旨，竭诚为国内、外用户提供优质的建筑产品和最佳服务。",,
110,山东罗欣药业股份有限公司技术中心,,山东,,,,
111,山东金城医药化工股份有限公司技术中心,,山东,,,,
112,九阳股份有限公司技术中心,"小家电产品和厨房用具的研发、生产及技术咨询;粮食的储藏及加工,食品生产和加工(凭许可证经营)(不含稻谷、小麦、玉米收购、批发);销售本公司生产的产品;房屋租赁;国内广告业务;经济贸易咨询。(外资产业指导目录特别管理规定的项目除外)(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,济南,"公司简介
九阳股份有限公司成立于1994年，2008年5月28日在深圳证券交易所成功上市。是一家专注于健康厨房电器的研发、生产和销售的现代化企业。
九阳现有员工四千余人，平均年龄不超过30岁，其中管理层本科以上学历人员占90%以上，企业科技创新人员近千人。公司一直保持着健康、稳定、快速的发展已形成了跨区域的现代管理架构，在济南、杭州、苏州等地建有多个生产、研发基地，产品覆盖全国30多个省、市、自治区，并远销日本、美国、新加坡、印尼、泰国等二十多个国家和地区。 
未来，九阳将继续秉持'健康、快乐、生活'的理念，聚焦于健康厨房电器，走品牌和精品之路，以市场为导向，以健康为基因，以创新为手段，全面推进科技创新和产业化发展，实现健康厨房电器产品的多元化经营，持续为客户创造价值，将公司发展成为中国健康厨房电器行业的第一品牌。
九阳，创造健康生活！
电话13847638282地址：万商大院万商购物中心九阳专卖店",,医养健康
113,蓬莱京鲁渔业有限公司技术中心,"远洋捕捞;生产销售:速冻食品、饮料、蔬菜制品、水果制品、罐头;普通货运;海水养殖;加工销售:养殖器材、渔需物资;批发零售:五金交电;海水育苗;货物进出口、技术进出口;货物仓储服务(不含危险品及国家专控产品)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,烟台,"山东汇洋集团始建于1990年，是集远洋捕捞、水产品精深加工、海水养殖育苗和船舶制造为一体的综合性企业集团，下设蓬莱京鲁渔业有限公司、蓬莱汇洋食品有限公司、蓬莱鲁京食品有限公司和蓬莱中柏京鲁船业有限公司，总占地面积108万平方米，员工8500人，先后荣获全国农产品加工业示范基地、国家标准化良好企业、国家农产品加工企业技术创新机构等多个称号。 
蓬莱京鲁渔业有限公司成立于1990年6月，现有水产品加工厂18个，职工4500人，技术研发人员100多人，主要从事鱿鱼、马哈鱼、金枪鱼、虾蟹贝类以及调理食品的精深加工，年加工成品能力6万吨，冷藏能力68000吨，产品出口日本、美国、欧盟等多个国家和地区以及行销国内20多个省市和地区。公司通过了ISO9001国际质量体系认证、ISO10002、ISO10015、ISO14001、IFS、BRC等多个国际认证，先后被授予国家级出口水产品标准化综合试验区、全国食品工业优秀龙头食品企业；公司的检测中心被山东省评为第一批出口农产品区域性检测中心等多个荣誉称号；被中国水产行业协会评为中国水产品加工贸易企业25强，排名第二；公司的京鲁远洋牌调理食品、冷冻调理食品先后被授予山东名牌和中国名牌荣誉称号； 
荣誉属于过去，集团将秉承诚信、敬业、挑战、创新的宗旨，自强不息、拼搏进取，为打造百年汇洋而不懈努力！",,海洋经济
114,山东圣阳电源股份有限公司技术中心,"HW49阀控式密封废铅酸蓄电池收集、贮存(凭许可证经营,有效期限以许可证为准)。锂电池回收、贮存、经营、再利用;蓄电池、电池、太阳能电池、新型化学物理电源、蓄电池零部件、电源设备、电子电器、风能驱动、光伏发电及其他发电机组、机械零部件、机械设备的研发、制造和销售、新技术改造应用;电池管理系统、储能监控系统、储能能量管理系统、储能设备及其零部件、软件系统、储能系统的研发、设计、制造、销售和安装、运营、服务;能源互联网、智慧能源、新能源技术研发、转让、咨询和服务;机电设备安装工程专业承包;电力工程设计、施工;电力购销、合同能源管理;蓄电池及电源系统的维修、维护;本公司生产及代理产品、技术的出口业务、本公司科研和生产使用及代理产品、技术的进口业务。(国家限定公司经营或禁止公司经营的货物或技术除外),经营“三来一补”业务;房屋、设备租赁(依法须经批准的项目,经相关部门批准后方可开展经营活动)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,曲阜,山东圣阳电源股份有限公司（简称圣阳股份，股票代码：002580）是国家级高新技术企业。创建于1991年，2011年5月在深交所中小板上市。公司专业从事通信备用电源、电力备用电源、新能源储能电源、动力电源、新能源系统集成等系统方案的设计、开发和经营，是国际知名、国内领先的绿色能源制造商。,,能源原材料
115,通裕重工股份有限公司技术中心,"大型锻件坯料、电渣锭、锻件、管模、数控机床、通用机械非标准设备制造、销售;货物及技术进出口业务;铸件、焊接件、桥式起重机、门式起重机、压力容器设计、制造、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,德州,,,高端装备制造
116,盛瑞传动股份有限公司技术中心,"开发、设计、制造、销售工程机械、农业机械、传动机械、柴油机零部件、汽车自动变速箱及其零部件、汽车零部件;为上述产品提供维修服务;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动,有效期以许可证为准) ",山东,潍坊,盛瑞传动是国家技术创新示范企业，主营产品为汽车变速箱和柴油机零部件，自主研发并量产了世界首款前置前驱8挡自动变速器8AT。 ,,高端装备制造
